state,district,crop,year,season,area_hectares,production_tonnes,yield_kg_per_hectare,subdivision,year_num,soil_type,compatibility_score,annual_rainfall,monsoon_rainfall,rainfall_deviation_pct,rain_june,rain_july,rain_august,rain_september,normal_annual_rainfall,msp_per_quintal,msp_growth_rate,yield_lag_1,yield_lag_2,yield_lag_3,yield_3yr_avg,yield_trend,yield_volatility,drought_streak,district_crop_avg_yield,risk_level
Maharashtra,THANE,Arhar/Tur,1997-98,Kharif,2500.0,1200.0,480.0,Konkan & Goa,1997,Laterite,0.3,3027.2,2893.3,1.33,757.9,1072.6,847.6,215.2,2987.523076923077,3076.9069343065694,-46.949880442990185,589.0317520577719,590.8070298878881,585.78856152513,616.1747539253728,4.725305886618561,140.19865356281127,0,549.3621771281005,High Risk
Maharashtra,THANE,Gram,1997-98,Kharif,3700.0,2200.0,594.5945945945946,Konkan & Goa,1997,Laterite,0.25,3027.2,2893.3,1.33,757.9,1072.6,847.6,215.2,2987.523076923077,2566.5233644859813,-47.35336688233885,672.7272727272727,666.6666666666666,658.3747927031509,660.6089468505996,13.692655611635525,90.34183777824515,0,717.2989699660635,High Risk
Maharashtra,THANE,Rice,1997-98,Kharif,146700.0,343300.0,2340.149965916837,Konkan & Goa,1997,Laterite,0.55,3027.2,2893.3,1.33,757.9,1072.6,847.6,215.2,2987.523076923077,985.6836248012719,-8.732997703585932,1507.8125,1511.228533685601,1508.3220108695652,1505.138571739438,10.1274233896184,253.72090990244016,0,2286.73656328674,Medium Risk
Maharashtra,THANE,Rice,1997-98,Summer,29.0,86.0,2965.5172413793107,Konkan & Goa,1997,Laterite,0.55,3027.2,2893.3,1.33,757.9,1072.6,847.6,215.2,2987.523076923077,985.6836248012719,0.0,2340.149965916837,1511.228533685601,1508.3220108695652,2340.149965916837,10.1274233896184,253.72090990244016,0,2286.73656328674,Low Risk
Maharashtra,RAIGAD,Arhar/Tur,1998-99,Kharif,1000.0,500.0,500.0,Konkan & Goa,1998,Laterite,0.3,3234.6,2900.5,8.27,671.3,909.1,758.3,561.8,2987.523076923077,3076.9069343065694,0.0,461.5384615384615,590.8070298878881,585.78856152513,461.5384615384615,4.725305886618561,140.19865356281127,0,552.9330521651341,Medium Risk
Maharashtra,RAIGAD,Gram,1998-99,Rabi,2100.0,1300.0,619.047619047619,Konkan & Goa,1998,Laterite,0.25,3234.6,2900.5,8.27,671.3,909.1,758.3,561.8,2987.523076923077,2566.5233644859813,0.0,600.0,666.6666666666666,658.3747927031509,600.0,13.692655611635525,90.34183777824515,0,680.2812254361338,Medium Risk
Maharashtra,RAIGAD,Groundnut,1998-99,Kharif,100.0,100.0,1000.0,Konkan & Goa,1998,Laterite,0.55,3234.6,2900.5,8.27,671.3,909.1,758.3,561.8,2987.523076923077,2950.828025477707,-46.83192746887015,1000.0,1000.0,1000.0,1055.106100795756,-4.59657251653816e-14,328.7934365138352,0,1306.8489775806847,High Risk
Maharashtra,RAIGAD,Groundnut,1998-99,Summer,200.0,200.0,1000.0,Konkan & Goa,1998,Laterite,0.55,3234.6,2900.5,8.27,671.3,909.1,758.3,561.8,2987.523076923077,2950.828025477707,0.0,1000.0,1000.0,1000.0,1000.0,-4.59657251653816e-14,328.7934365138352,0,1306.8489775806847,High Risk
Maharashtra,RAIGAD,Rice,1998-99,Kharif,127300.0,326700.0,2566.37863315004,Konkan & Goa,1998,Laterite,0.55,3234.6,2900.5,8.27,671.3,909.1,758.3,561.8,2987.523076923077,985.6836248012719,0.0,2731.707317073171,2519.3861066235863,1508.3220108695652,2625.5467118483784,10.1274233896184,150.13376769863754,0,2577.427717935737,Medium Risk
Maharashtra,RAIGAD,Rice,1998-99,Summer,8100.0,21000.0,2592.592592592593,Konkan & Goa,1998,Laterite,0.55,3234.6,2900.5,8.27,671.3,909.1,758.3,561.8,2987.523076923077,985.6836248012719,0.0,2566.37863315004,2731.707317073171,2519.3861066235863,2605.8240189489325,10.1274233896184,111.52142371451247,0,2577.427717935737,Medium Risk
Maharashtra,RATNAGIRI,Arhar/Tur,1998-99,Kharif,500.0,200.0,400.0,Konkan & Goa,1998,Laterite,0.3,3234.6,2900.5,8.27,671.3,909.1,758.3,561.8,2987.523076923077,3076.9069343065694,0.0,400.0,590.8070298878881,585.78856152513,400.0,4.725305886618561,140.19865356281127,0,566.2280701754386,High Risk
Maharashtra,RATNAGIRI,Gram,1998-99,Rabi,100.0,100.0,1000.0,Konkan & Goa,1998,Laterite,0.25,3234.6,2900.5,8.27,671.3,909.1,758.3,561.8,2987.523076923077,2566.5233644859813,-47.35336688233885,672.7272727272727,666.6666666666666,658.3747927031509,660.6089468505996,13.692655611635525,90.34183777824515,0,659.5576619273302,Low Risk
Maharashtra,RATNAGIRI,Groundnut,1998-99,Kharif,100.0,100.0,1000.0,Konkan & Goa,1998,Laterite,0.55,3234.6,2900.5,8.27,671.3,909.1,758.3,561.8,2987.523076923077,2950.828025477707,-46.83192746887015,1000.0,1000.0,1000.0,1055.106100795756,-4.59657251653816e-14,328.7934365138352,0,1276.2108262108263,High Risk
Maharashtra,RATNAGIRI,Groundnut,1998-99,Summer,500.0,500.0,1000.0,Konkan & Goa,1998,Laterite,0.55,3234.6,2900.5,8.27,671.3,909.1,758.3,561.8,2987.523076923077,2950.828025477707,0.0,1000.0,1000.0,1000.0,1000.0,-4.59657251653816e-14,328.7934365138352,0,1276.2108262108263,High Risk
Maharashtra,RATNAGIRI,Rice,1998-99,Kharif,78400.0,219100.0,2794.6428571428573,Konkan & Goa,1998,Laterite,0.55,3234.6,2900.5,8.27,671.3,909.1,758.3,561.8,2987.523076923077,985.6836248012719,0.0,2666.6666666666665,2313.131313131313,1508.3220108695652,2489.89898989899,10.1274233896184,249.98724587403183,0,2681.005004024677,Medium Risk
Maharashtra,RATNAGIRI,Rice,1998-99,Summer,400.0,1100.0,2750.0,Konkan & Goa,1998,Laterite,0.55,3234.6,2900.5,8.27,671.3,909.1,758.3,561.8,2987.523076923077,985.6836248012719,0.0,2794.6428571428573,2666.6666666666665,2313.131313131313,2591.4802789802793,10.1274233896184,249.40546590660588,0,2681.005004024677,Medium Risk
Maharashtra,SINDHUDURG,Groundnut,1998-99,Kharif,1300.0,1100.0,846.1538461538462,Konkan & Goa,1998,Laterite,0.55,3234.6,2900.5,8.27,671.3,909.1,758.3,561.8,2987.523076923077,2950.828025477707,-46.83192746887015,1000.0,1000.0,1000.0,1055.106100795756,-4.59657251653816e-14,328.7934365138352,0,1412.7029140524974,High Risk
Maharashtra,SINDHUDURG,Groundnut,1998-99,Summer,3500.0,5100.0,1457.142857142857,Konkan & Goa,1998,Laterite,0.55,3234.6,2900.5,8.27,671.3,909.1,758.3,561.8,2987.523076923077,2950.828025477707,0.0,846.1538461538462,1000.0,1000.0,846.1538461538462,-4.59657251653816e-14,328.7934365138352,0,1412.7029140524974,Medium Risk
Maharashtra,SINDHUDURG,Maize,1998-99,Rabi,200.0,200.0,1000.0,Konkan & Goa,1998,Laterite,0.5,3234.6,2900.5,8.27,671.3,909.1,758.3,561.8,2987.523076923077,1012.7427597955707,-42.457797738888026,1642.857142857143,1641.4285714285716,1646.1538461538462,1666.6666666666667,-1.638819710883112e-13,532.2232244517477,0,1866.6666666666667,High Risk
Maharashtra,SINDHUDURG,Rice,1998-99,Kharif,75600.0,208200.0,2753.968253968254,Konkan & Goa,1998,Laterite,0.55,3234.6,2900.5,8.27,671.3,909.1,758.3,561.8,2987.523076923077,985.6836248012719,0.0,1782.6086956521738,2614.873837981408,1508.3220108695652,2198.741266816791,10.1274233896184,588.5003258861886,0,2380.6688571721975,Low Risk
Maharashtra,SINDHUDURG,Rice,1998-99,Summer,4500.0,10100.0,2244.4444444444443,Konkan & Goa,1998,Laterite,0.55,3234.6,2900.5,8.27,671.3,909.1,758.3,561.8,2987.523076923077,985.6836248012719,0.0,2753.968253968254,1782.6086956521738,2614.873837981408,2383.816929200612,10.1274233896184,525.2859404215055,0,2380.6688571721975,Medium Risk
Maharashtra,THANE,Arhar/Tur,1998-99,Kharif,3100.0,1400.0,451.6129032258064,Konkan & Goa,1998,Laterite,0.3,3234.6,2900.5,8.27,671.3,909.1,758.3,561.8,2987.523076923077,3076.9069343065694,0.0,480.0,590.8070298878881,585.78856152513,480.0,4.725305886618561,140.19865356281127,0,549.3621771281005,High Risk
Maharashtra,THANE,Gram,1998-99,Rabi,3800.0,2300.0,605.2631578947369,Konkan & Goa,1998,Laterite,0.25,3234.6,2900.5,8.27,671.3,909.1,758.3,561.8,2987.523076923077,2566.5233644859813,0.0,594.5945945945946,666.6666666666666,658.3747927031509,594.5945945945946,13.692655611635525,90.34183777824515,0,717.2989699660635,High Risk
Maharashtra,THANE,Groundnut,1998-99,Kharif,200.0,200.0,1000.0,Konkan & Goa,1998,Laterite,0.55,3234.6,2900.5,8.27,671.3,909.1,758.3,561.8,2987.523076923077,2950.828025477707,-46.83192746887015,1000.0,1000.0,1000.0,1055.106100795756,-4.59657251653816e-14,328.7934365138352,0,1294.2857142857142,High Risk
Maharashtra,THANE,Groundnut,1998-99,Summer,100.0,200.0,2000.0,Konkan & Goa,1998,Laterite,0.55,3234.6,2900.5,8.27,671.3,909.1,758.3,561.8,2987.523076923077,2950.828025477707,0.0,1000.0,1000.0,1000.0,1000.0,-4.59657251653816e-14,328.7934365138352,0,1294.2857142857142,Low Risk
Maharashtra,THANE,Rice,1998-99,Kharif,139500.0,266400.0,1909.6774193548388,Konkan & Goa,1998,Laterite,0.55,3234.6,2900.5,8.27,671.3,909.1,758.3,561.8,2987.523076923077,985.6836248012719,0.0,2965.5172413793107,2340.149965916837,1508.3220108695652,2652.833603648074,10.1274233896184,442.20144121167056,0,2286.73656328674,High Risk
Maharashtra,THANE,Rice,1998-99,Summer,2600.0,6400.0,2461.538461538462,Konkan & Goa,1998,Laterite,0.55,3234.6,2900.5,8.27,671.3,909.1,758.3,561.8,2987.523076923077,985.6836248012719,0.0,1909.6774193548388,2965.5172413793107,2340.149965916837,2405.1148755503286,10.1274233896184,530.9093727331747,0,2286.73656328674,Medium Risk
Maharashtra,THANE,Wheat,1998-99,Rabi,100.0,100.0,1000.0,Konkan & Goa,1998,Laterite,0.25,3234.6,2900.5,8.27,671.3,909.1,758.3,561.8,2987.523076923077,1083.8326848249028,-41.096049737777015,1333.0553324350935,1328.804347826087,1328.1189880723355,1324.3162064205208,15.426481404391106,175.92066079841823,0,1187.5,High Risk
Maharashtra,RAIGAD,Arhar/Tur,1999-00,Kharif,900.0,500.0,555.5555555555555,Konkan & Goa,1999,Laterite,0.3,2912.099999999999,2664.6,-2.52,978.7,1105.1,283.7,297.1,2987.523076923077,3076.9069343065694,0.0,500.0,461.5384615384615,585.78856152513,480.7692307692307,4.725305886618561,27.196414661021112,0,552.9330521651341,Medium Risk
Maharashtra,RAIGAD,Gram,1999-00,Rabi,2300.0,1500.0,652.1739130434783,Konkan & Goa,1999,Laterite,0.25,2912.099999999999,2664.6,-2.52,978.7,1105.1,283.7,297.1,2987.523076923077,2566.5233644859813,0.0,619.047619047619,600.0,658.3747927031509,609.5238095238095,13.692655611635525,13.46870059402947,0,680.2812254361338,Medium Risk
Maharashtra,RAIGAD,Groundnut,1999-00,Kharif,100.0,100.0,1000.0,Konkan & Goa,1999,Laterite,0.55,2912.099999999999,2664.6,-2.52,978.7,1105.1,283.7,297.1,2987.523076923077,2950.828025477707,0.0,1000.0,1000.0,1000.0,1000.0,-4.59657251653816e-14,0.0,0,1306.8489775806847,High Risk
Maharashtra,RAIGAD,Groundnut,1999-00,Summer,200.0,200.0,1000.0,Konkan & Goa,1999,Laterite,0.55,2912.099999999999,2664.6,-2.52,978.7,1105.1,283.7,297.1,2987.523076923077,2950.828025477707,0.0,1000.0,1000.0,1000.0,1000.0,-4.59657251653816e-14,0.0,0,1306.8489775806847,High Risk
Maharashtra,RAIGAD,Rice,1999-00,Kharif,127400.0,307500.0,2413.657770800628,Konkan & Goa,1999,Laterite,0.55,2912.099999999999,2664.6,-2.52,978.7,1105.1,283.7,297.1,2987.523076923077,985.6836248012719,0.0,2592.592592592593,2566.37863315004,2731.707317073171,2630.2261809386014,10.1274233896184,88.85723752619293,0,2577.427717935737,Medium Risk
Maharashtra,RAIGAD,Rice,1999-00,Summer,8300.0,21000.0,2530.120481927711,Konkan & Goa,1999,Laterite,0.55,2912.099999999999,2664.6,-2.52,978.7,1105.1,283.7,297.1,2987.523076923077,985.6836248012719,0.0,2413.657770800628,2592.592592592593,2566.37863315004,2524.20966551442,-35.05713961264959,96.63376214357488,0,2577.427717935737,Medium Risk
Maharashtra,RATNAGIRI,Arhar/Tur,1999-00,Kharif,500.0,300.0,600.0,Konkan & Goa,1999,Laterite,0.3,2912.099999999999,2664.6,-2.52,978.7,1105.1,283.7,297.1,2987.523076923077,3076.9069343065694,0.0,400.0,400.0,585.78856152513,400.0,4.725305886618561,0.0,0,566.2280701754386,Medium Risk
Maharashtra,RATNAGIRI,Groundnut,1999-00,Kharif,100.0,100.0,1000.0,Konkan & Goa,1999,Laterite,0.55,2912.099999999999,2664.6,-2.52,978.7,1105.1,283.7,297.1,2987.523076923077,2950.828025477707,0.0,1000.0,1000.0,1000.0,1000.0,-4.59657251653816e-14,0.0,0,1276.2108262108263,High Risk
Maharashtra,RATNAGIRI,Groundnut,1999-00,Summer,500.0,1000.0,2000.0,Konkan & Goa,1999,Laterite,0.55,2912.099999999999,2664.6,-2.52,978.7,1105.1,283.7,297.1,2987.523076923077,2950.828025477707,0.0,1000.0,1000.0,1000.0,1000.0,-4.59657251653816e-14,0.0,0,1276.2108262108263,Low Risk
Maharashtra,RATNAGIRI,Rice,1999-00,Kharif,79400.0,191500.0,2411.83879093199,Konkan & Goa,1999,Laterite,0.55,2912.099999999999,2664.6,-2.52,978.7,1105.1,283.7,297.1,2987.523076923077,985.6836248012719,0.0,2750.0,2794.6428571428573,2666.6666666666665,2737.103174603175,10.1274233896184,64.95554180504418,0,2681.005004024677,High Risk
Maharashtra,RATNAGIRI,Rice,1999-00,Summer,500.0,1300.0,2600.0,Konkan & Goa,1999,Laterite,0.55,2912.099999999999,2664.6,-2.52,978.7,1105.1,283.7,297.1,2987.523076923077,985.6836248012719,0.0,2411.83879093199,2750.0,2794.6428571428573,2652.1605493582824,28.074828893468716,209.31831466285618,0,2681.005004024677,Medium Risk
Maharashtra,SINDHUDURG,Groundnut,1999-00,Kharif,1400.0,800.0,571.4285714285714,Konkan & Goa,1999,Laterite,0.55,2912.099999999999,2664.6,-2.52,978.7,1105.1,283.7,297.1,2987.523076923077,2950.828025477707,0.0,1457.142857142857,846.1538461538462,1000.0,1151.6483516483518,-4.59657251653816e-14,432.0344729007915,0,1412.7029140524974,High Risk
Maharashtra,SINDHUDURG,Groundnut,1999-00,Summer,3600.0,7600.0,2111.1111111111118,Konkan & Goa,1999,Laterite,0.55,2912.099999999999,2664.6,-2.52,978.7,1105.1,283.7,297.1,2987.523076923077,2950.828025477707,0.0,571.4285714285714,1457.142857142857,846.1538461538462,958.2417582417582,-4.59657251653816e-14,453.37095628939716,0,1412.7029140524974,Low Risk
Maharashtra,SINDHUDURG,Maize,1999-00,Rabi,100.0,100.0,1000.0,Konkan & Goa,1999,Laterite,0.5,2912.099999999999,2664.6,-2.52,978.7,1105.1,283.7,297.1,2987.523076923077,1012.7427597955707,0.0,1000.0,1641.4285714285716,1646.1538461538462,1000.0,-1.638819710883112e-13,532.2232244517477,0,1866.6666666666667,High Risk
Maharashtra,SINDHUDURG,Rice,1999-00,Kharif,75400.0,172400.0,2286.4721485411137,Konkan & Goa,1999,Laterite,0.55,2912.099999999999,2664.6,-2.52,978.7,1105.1,283.7,297.1,2987.523076923077,985.6836248012719,0.0,2244.4444444444443,2753.968253968254,1782.6086956521738,2260.340464688291,10.1274233896184,485.87484034234285,0,2380.6688571721975,Medium Risk
Maharashtra,SINDHUDURG,Rice,1999-00,Summer,4500.0,8900.0,1977.7777777777776,Konkan & Goa,1999,Laterite,0.55,2912.099999999999,2664.6,-2.52,978.7,1105.1,283.7,297.1,2987.523076923077,985.6836248012719,0.0,2286.4721485411137,2244.4444444444443,2753.968253968254,2428.294948984604,-19.496763008832218,282.8231040105095,0,2380.6688571721975,High Risk
Maharashtra,THANE,Arhar/Tur,1999-00,Kharif,2900.0,1500.0,517.2413793103449,Konkan & Goa,1999,Laterite,0.3,2912.099999999999,2664.6,-2.52,978.7,1105.1,283.7,297.1,2987.523076923077,3076.9069343065694,0.0,451.6129032258064,480.0,585.78856152513,465.8064516129032,4.725305886618561,20.07270862723104,0,549.3621771281005,Medium Risk
Maharashtra,THANE,Gram,1999-00,Rabi,3800.0,2500.0,657.8947368421053,Konkan & Goa,1999,Laterite,0.25,2912.099999999999,2664.6,-2.52,978.7,1105.1,283.7,297.1,2987.523076923077,2566.5233644859813,0.0,605.2631578947369,594.5945945945946,658.3747927031509,599.9288762446657,13.692655611635525,7.543813455048549,0,717.2989699660635,Medium Risk
Maharashtra,THANE,Groundnut,1999-00,Kharif,200.0,100.0,500.0,Konkan & Goa,1999,Laterite,0.55,2912.099999999999,2664.6,-2.52,978.7,1105.1,283.7,297.1,2987.523076923077,2950.828025477707,0.0,2000.0,1000.0,1000.0,1500.0,-4.59657251653816e-14,707.1067811865476,0,1294.2857142857142,High Risk
Maharashtra,THANE,Rice,1999-00,Kharif,139200.0,295500.0,2122.844827586207,Konkan & Goa,1999,Laterite,0.55,2912.099999999999,2664.6,-2.52,978.7,1105.1,283.7,297.1,2987.523076923077,985.6836248012719,0.0,2461.538461538462,1909.6774193548388,2965.5172413793107,2445.5777074242037,10.1274233896184,528.1008347816627,0,2286.73656328674,Medium Risk
Maharashtra,THANE,Rice,1999-00,Summer,2600.0,6500.0,2500.0,Konkan & Goa,1999,Laterite,0.55,2912.099999999999,2664.6,-2.52,978.7,1105.1,283.7,297.1,2987.523076923077,985.6836248012719,0.0,2122.844827586207,2461.538461538462,1909.6774193548388,2164.6869028265023,-93.85890565021093,278.2996980151252,0,2286.73656328674,Medium Risk
Maharashtra,THANE,Wheat,1999-00,Rabi,100.0,100.0,1000.0,Konkan & Goa,1999,Laterite,0.25,2912.099999999999,2664.6,-2.52,978.7,1105.1,283.7,297.1,2987.523076923077,1083.8326848249028,0.0,1000.0,1328.804347826087,1328.1189880723355,1000.0,15.426481404391106,175.92066079841823,0,1187.5,High Risk
Maharashtra,RAIGAD,Arhar/Tur,2000-01,Kharif,1000.0,400.0,400.0,Konkan & Goa,2000,Laterite,0.3,3133.2,2841.2000000000003,4.88,739.4,1200.4,789.5,111.9,2987.523076923077,3076.9069343065694,0.0,555.5555555555555,500.0,461.5384615384615,505.6980056980057,4.725305886618561,47.26683767247029,0,552.9330521651341,High Risk
Maharashtra,RAIGAD,Gram,2000-01,Rabi,2000.0,1100.0,550.0,Konkan & Goa,2000,Laterite,0.25,3133.2,2841.2000000000003,4.88,739.4,1200.4,789.5,111.9,2987.523076923077,2566.5233644859813,0.0,652.1739130434783,619.047619047619,600.0,623.7405106970324,13.692655611635525,26.401642460119007,0,680.2812254361338,High Risk
Maharashtra,RAIGAD,Groundnut,2000-01,Kharif,100.0,100.0,1000.0,Konkan & Goa,2000,Laterite,0.55,3133.2,2841.2000000000003,4.88,739.4,1200.4,789.5,111.9,2987.523076923077,2950.828025477707,0.0,1000.0,1000.0,1000.0,1000.0,-4.59657251653816e-14,0.0,0,1306.8489775806847,High Risk
Maharashtra,RAIGAD,Groundnut,2000-01,Summer,200.0,300.0,1500.0,Konkan & Goa,2000,Laterite,0.55,3133.2,2841.2000000000003,4.88,739.4,1200.4,789.5,111.9,2987.523076923077,2950.828025477707,0.0,1000.0,1000.0,1000.0,1000.0,-1.176246674249261e-13,0.0,0,1306.8489775806847,Low Risk
Maharashtra,RAIGAD,Rice,2000-01,Kharif,126400.0,274100.0,2168.512658227848,Konkan & Goa,2000,Laterite,0.55,3133.2,2841.2000000000003,4.88,739.4,1200.4,789.5,111.9,2987.523076923077,985.6836248012719,0.0,2530.120481927711,2413.657770800628,2592.592592592593,2512.1236151069775,-55.589453264033814,90.8148282162828,0,2577.427717935737,High Risk
Maharashtra,RAIGAD,Rice,2000-01,Summer,8300.0,17600.0,2120.481927710844,Konkan & Goa,2000,Laterite,0.55,3133.2,2841.2000000000003,4.88,739.4,1200.4,789.5,111.9,2987.523076923077,985.6836248012719,0.0,2168.512658227848,2530.120481927711,2413.657770800628,2370.763636985396,-85.8204060509266,184.58056392008586,0,2577.427717935737,High Risk
Maharashtra,RATNAGIRI,Arhar/Tur,2000-01,Kharif,500.0,200.0,400.0,Konkan & Goa,2000,Laterite,0.3,3133.2,2841.2000000000003,4.88,739.4,1200.4,789.5,111.9,2987.523076923077,3076.9069343065694,0.0,600.0,400.0,400.0,466.6666666666667,4.725305886618561,115.47005383792515,0,566.2280701754386,High Risk
Maharashtra,RATNAGIRI,Rice,2000-01,Kharif,78400.0,165900.0,2116.0714285714284,Konkan & Goa,2000,Laterite,0.55,3133.2,2841.2000000000003,4.88,739.4,1200.4,789.5,111.9,2987.523076923077,985.6836248012719,0.0,2600.0,2411.83879093199,2750.0,2587.27959697733,-51.61373995442021,169.4390961950018,0,2681.005004024677,High Risk
Maharashtra,RATNAGIRI,Rice,2000-01,Summer,400.0,1200.0,3000.0,Konkan & Goa,2000,Laterite,0.55,3133.2,2841.2000000000003,4.88,739.4,1200.4,789.5,111.9,2987.523076923077,985.6836248012719,0.0,2116.0714285714284,2600.0,2411.83879093199,2375.9700731678063,-150.71428571428598,243.9500753161591,0,2681.005004024677,Low Risk
Maharashtra,SINDHUDURG,Groundnut,2000-01,Summer,3400.0,7600.0,2235.294117647059,Konkan & Goa,2000,Laterite,0.55,3133.2,2841.2000000000003,4.88,739.4,1200.4,789.5,111.9,2987.523076923077,2950.828025477707,0.0,2111.1111111111118,571.4285714285714,1457.142857142857,1379.8941798941803,-4.59657251653816e-14,772.7425828523506,0,1412.7029140524974,Low Risk
Maharashtra,SINDHUDURG,Maize,2000-01,Rabi,100.0,100.0,1000.0,Konkan & Goa,2000,Laterite,0.5,3133.2,2841.2000000000003,4.88,739.4,1200.4,789.5,111.9,2987.523076923077,1012.7427597955707,0.0,1000.0,1000.0,1646.1538461538462,1000.0,-1.638819710883112e-13,0.0,0,1866.6666666666667,High Risk
Maharashtra,SINDHUDURG,Rice,2000-01,Kharif,75400.0,187300.0,2484.084880636605,Konkan & Goa,2000,Laterite,0.55,3133.2,2841.2000000000003,4.88,739.4,1200.4,789.5,111.9,2987.523076923077,985.6836248012719,0.0,1977.7777777777776,2286.4721485411137,2244.4444444444443,2169.564790254445,-7.715794117593761,167.41647348440134,0,2380.6688571721975,Medium Risk
Maharashtra,SINDHUDURG,Rice,2000-01,Summer,4400.0,10200.0,2318.1818181818185,Konkan & Goa,2000,Laterite,0.55,3133.2,2841.2000000000003,4.88,739.4,1200.4,789.5,111.9,2987.523076923077,985.6836248012719,0.0,2484.084880636605,1977.7777777777776,2286.4721485411137,2249.444935651832,-80.64334133299644,255.17637326383834,0,2380.6688571721975,Medium Risk
Maharashtra,THANE,Arhar/Tur,2000-01,Kharif,2900.0,1000.0,344.82758620689657,Konkan & Goa,2000,Laterite,0.3,3133.2,2841.2000000000003,4.88,739.4,1200.4,789.5,111.9,2987.523076923077,3076.9069343065694,0.0,517.2413793103449,451.6129032258064,480.0,482.95142751205043,4.725305886618561,32.91363564791766,0,549.3621771281005,High Risk
